bodyweight_kg,bench_kg
66.41,140.61
71.03,208.65
67.31,163.29
73.66,163.29
72.94,172.37
76.84,210.92
81.19,190.51
81.83,170.1
81.65,158.76
81.28,156.49
80.83,179.17
88.99,210.92
87.72,195.04
82.28,190.51
87.18,142.88
88.9,183.7
87.63,
95.8,260.82
98.88,240.4
98.79,222.26
89.99,142.88
94.8,181.44
95.71,167.83
91.63,174.63
95.35,170.1
98.61,158.76
95.44,131.54
109.04,190.51
105.05,188.24
107.68,167.83
106.23,163.29
104.51,170.1
123.65,274.42
117.3,222.26
116.39,254.01
120.38,174.63
124.65,163.29
118.3,204.12
125.92,294.84
130.36,285.76
134.08,136.08
162.11,
,
,
,
,
,
49.49,113.4
47.99,92.99
44.91,63.5
55.34,124.74
54.88,115.67
54.98,95.25
55.79,77.11
59.42,181.44
59.87,113.4
59.87,102.06
58.97,104.33
57.61,74.84
57.61,83.91
59.65,111.13
67.13,190.51
65.23,165.56
66.22,149.69
64.95,147.42
60.78,124.74
63.05,120.2
64.41,122.47
65.32,113.4
65.86,113.4
64.32,106.59
62.6,106.59
66.68,
64.14,
67.13,
73.94,151.95
70.4,113.4
72.12,108.86
69.4,
73.94,
73.48,
76.66,185.97
80.47,145.15
77.56,165.56
76.2,138.35
77.11,145.15
76.66,131.54
81.01,124.74
77.11,
81.65,
88.27,165.56
83.91,142.88
98.88,154.22
96.16,154.22
90.26,117.93
107.05,204.12
109.32,213.19
104.78,170.1
100.7,163.29
106.14,163.29
103.87,136.08
113.67,231.33
118.84,190.51
121.56,154.22
124.28,288.03
145.15,249.48
165.11,233.6
129.73,219.99
132,190.51
50.62,136.08
51.44,113.4
51.53,88.45
45.72,108.86
51.71,70.31
55.79,158.76
53.71,142.88
54.88,142.88
55.34,124.74
54.88,108.86
54.07,102.06
58.97,158.76
59.69,147.42
59.42,142.88
57.06,124.74
59.69,136.08
58.51,90.72
65.86,213.19
65.32,176.9
66.22,158.76
67.04,154.22
64.86,158.76
65.5,142.88
63.59,136.08
64.77,149.69
66.32,136.08
65.23,122.47
65.77,131.54
65.77,136.08
63.05,122.47
64.68,115.67
66.68,97.52
65.32,117.93
71.76,201.85
74.48,188.24
69.49,181.44
72.57,172.37
70.49,149.69
71.76,165.56
72.57,163.29
73.57,158.76
72.39,158.76
70.94,151.95
70.03,120.2
72.21,131.54
71.67,136.08
74.39,90.72
68.04,92.99
79.74,226.8
77.93,213.19
78.02,192.78
80.2,197.31
77.38,192.78
78.11,158.76
75.57,158.76
77.93,145.15
80.1,136.08
81.65,138.35
81.65,115.67
77.2,145.15
85.73,226.8
89.09,240.4
85.82,222.26
84.64,210.92
85.64,204.12
88.09,204.12
86.64,183.7
85.46,181.44
86.09,181.44
88.81,156.49
85.73,154.22
84.37,131.54
83.91,122.47
91.99,233.6
97.61,226.8
93.26,224.53
99.34,204.12
94.26,206.38
94.35,195.04
97.34,181.44
91.72,158.76
98.34,154.22
98.97,120.2
93.71,142.88
94.26,115.67
93.89,131.54
99.34,154.22
100.97,303.91
106.68,249.48
106.68,233.6
104.05,210.92
108.5,215.46
100.97,183.7
103.96,158.76
107.32,142.88
101.42,161.03
107.95,136.08
109.32,102.06
104.33,167.83
111.04,288.03
115.76,272.16
121.47,235.87
122.47,208.65
112.49,185.97
114.31,165.56
122.56,204.12
123.1,95.25
122.92,117.93
109.86,
115.76,
119.84,
121.2,
126.19,272.16
131.81,199.58
130.27,226.8
127.28,199.58
51.48,127.01
43.64,90.72
55.52,165.56
53.93,131.54
52.25,129.27
55.11,104.33
53.48,120.2
55.93,244.94
59.78,197.31
56.52,188.24
59.87,183.7
59.19,156.49
57.38,111.13
65.36,183.7
65.77,185.97
64.09,199.58
60.37,190.51
65.63,183.7
67.04,161.03
61.28,156.49
60.51,156.49
60.06,138.35
62.46,142.88
66.36,192.78
66.77,
63.41,188.24
73.75,217.72
73.8,249.48
73.71,233.6
74.21,213.19
71.53,210.92
74.39,215.46
73.35,190.51
73.21,197.31
73.07,176.9
71.03,165.56
73.16,154.22
67.31,151.95
74.84,142.88
70.22,142.88
80.51,235.87
82.1,240.4
81.01,226.8
76.61,210.92
78.11,183.7
79.29,192.78
78.83,201.85
77.88,188.24
77.75,192.78
80.38,176.9
74.98,161.03
81.28,156.49
80.38,147.42
81.1,142.88
82.05,102.06
82.01,215.46
81.92,102.06
76.84,176.9
79.24,
80.2,154.22
81.83,
89.81,256.28
88.99,249.48
88.31,238.14
89.09,224.53
87.45,215.46
87,192.78
87.63,208.65
87.41,210.92
85.14,208.65
89.31,215.46
87.04,195.04
88.36,192.78
86.68,174.63
89.63,197.31
89.63,188.24
86.32,170.1
87.82,151.95
86.77,183.7
85.64,151.95
87.72,156.49
86.36,138.35
88.72,
89.45,
97.39,288.03
91.08,254.01
98.07,215.46
94.57,226.8
89.9,226.8
91.04,204.12
95.62,213.19
90.67,183.7
99.79,
90.08,
96.39,199.58
99.47,247.21
107.05,297.1
101.6,226.8
105.6,222.26
101.2,210.92
103.65,219.99
109.77,204.12
100.38,208.65
107.41,188.24
100.02,185.97
108.95,188.24
105.23,181.44
101.56,183.7
104.55,167.83
102.29,147.42
100.74,158.76
120.16,308.44
116.26,285.76
124.1,272.16
122.29,290.3
113.35,249.48
111.31,233.6
119.07,210.92
112.35,226.8
120.56,226.8
124.47,226.8
117.3,154.22
122.02,
119.88,
124.51,226.8
111.58,
141.52,328.85
133.49,272.16
134.4,219.99
136.8,181.44
126.23,181.44
136.03,
135.26,
132.4,249.48
,
,
,
,
,
51.71,115.67
55.79,120.2
55.34,74.84
59.42,149.69
59.87,124.74
64.41,145.15
66.68,133.81
64.41,122.47
64.86,113.4
73.03,163.29
74.84,163.29
72.85,142.88
70.31,151.95
72.57,133.81
74.39,136.08
68.49,145.15
68.49,115.67
81.19,204.12
82.1,181.44
82.1,172.37
82.1,158.76
78.93,181.44
81.19,158.76
79.38,156.49
80.74,147.42
82.1,142.88
81.65,154.22
89.81,215.46
89.36,208.65
88.45,197.31
85.28,188.24
88.9,183.7
89.81,176.9
88.9,165.56
89.81,165.56
85.73,181.44
87.09,158.76
97.07,226.8
99.34,215.46
99.79,199.58
97.52,197.31
99.34,181.44
99.79,170.1
99.79,167.83
97.98,113.4
92.08,
109.77,215.46
109.32,195.04
102.97,176.9
106.37,158.76
102.97,163.29
109.32,149.69
105.23,147.42
105.69,151.95
123.38,181.44
116.12,151.95
117.48,133.81
128.37,197.31
129.73,206.38
132.45,167.83
132.9,
125.19,
51.48,165.56
50.03,111.13
46.86,97.52
55.34,167.83
54.79,154.22
54.34,104.33
56.11,170.1
59.69,131.54
67,204.12
67,204.12
67.04,190.51
64.77,127.01
66.5,
72.12,226.8
74.75,210.92
73.62,206.38
72.57,188.24
70.44,156.49
70.53,136.08
70.81,142.88
74.75,129.27
72.76,185.97
73.48,
80.1,233.6
81.42,229.06
78.74,181.44
81.96,
85.55,263.08
82.33,231.33
89.4,226.8
86.18,226.8
89.13,226.8
84.14,208.65
89.49,185.97
85.91,158.76
84.59,163.29
95.84,274.42
95.07,235.87
91.08,235.87
99.02,226.8
99.25,206.38
107.5,258.55
107.55,254.01
107.86,185.97
112.04,294.84
118.71,281.23
116.98,226.8
114.31,226.8
123.6,210.92
160.84,410.5
141.75,281.23
130.45,226.8
51.03,136.08
47.9,104.33
51.71,92.99
51.66,97.52
59.87,117.93
56.38,88.45
62.6,145.15
64,117.93
62.6,102.06
63.19,92.99
66.77,
72.94,231.33
72.48,192.78
74.84,174.63
74.34,195.04
70.31,165.56
73.16,154.22
73.94,151.95
71.4,106.59
72.71,90.72
69.26,74.84
74.84,
74.84,
72.12,106.59
81.51,229.06
78.7,213.19
78.24,201.85
78.88,188.24
79.24,183.7
76.38,167.83
75.3,124.74
78.83,83.91
79.06,138.35
88.54,238.14
84.78,215.46
84.96,192.78
85.5,167.83
88.18,154.22
84.82,124.74
89.81,
89.81,
89.81,
82.64,213.19
84.91,165.56
96.84,226.8
94.8,217.72
95.07,192.78
91.49,190.51
99.34,158.76
92.99,142.88
89.99,142.88
98.97,124.74
99.34,142.88
94.17,
97.84,170.1
106.91,249.48
101.42,204.12
106.78,170.1
104.05,158.76
107.23,
112.08,215.46
119.61,185.97
124.6,183.7
118.43,147.42
113.9,145.15
124.56,
115.8,238.14
130.63,244.94
129.14,215.46
146.06,197.31
51.71,124.74
51.71,83.91
67.13,201.85
67.13,142.88
67.13,145.15
67.13,131.54
67.13,124.74
67.13,136.08
67.13,136.08
67.13,117.93
67.13,102.06
67.13,
74.84,181.44
74.84,158.76
74.84,147.42
74.84,145.15
74.84,113.4
74.84,108.86
82.1,222.26
82.1,199.58
82.1,183.7
82.1,154.22
82.1,156.49
82.1,136.08
82.1,142.88
82.1,129.27
89.81,
99.79,190.51
99.79,197.31
99.79,188.24
99.79,154.22
99.79,165.56
99.79,156.49
99.79,154.22
99.79,120.2
109.77,231.33
109.77,199.58
109.77,217.72
109.77,176.9
109.77,163.29
124.74,249.48
124.74,213.19
124.74,204.12
124.74,199.58
124.74,213.19
124.74,158.76
124.74,172.37
124.74,163.29
127.01,326.59
127.01,235.87
127.01,204.12
127.01,217.72
127.01,181.44
127.01,149.69
127.01,183.7
51.71,92.99
54.48,92.99
58.56,138.35
59.87,117.93
57.06,99.79
57.15,111.13
56.29,95.25
63.5,154.22
66.27,142.88
65.32,136.08
61.14,74.84
74.39,170.1
67.36,136.08
70.76,127.01
68.27,122.47
68.08,106.59
80.29,188.24
80.47,192.78
79.38,158.76
80.78,149.69
76.2,138.35
82.1,115.67
80.01,90.72
83.01,165.56
88.59,136.08
89.27,154.22
88.9,151.95
88,90.72
88.54,165.56
93.89,174.63
97.98,156.49
107.95,251.74
105.69,206.38
105.01,215.46
107.68,170.1
109.77,163.29
101.15,147.42
109.77,170.1
114.76,206.38
110.27,129.27
118.84,215.46
141.11,158.76
,
53.98,133.81
54.98,97.52
54.7,92.99
53.89,86.18
58.88,142.88
58.33,151.95
57.33,136.08
58.69,133.81
59.51,99.79
56.79,102.06
57.24,117.93
67.04,161.03
62.78,165.56
64.05,147.42
64.86,136.08
61.96,122.47
67.13,122.47
63.41,127.01
65.95,122.47
67.09,122.47
62.14,102.06
66.41,113.4
60.87,111.13
73.66,188.24
74.12,183.7
72.12,163.29
73.66,158.76
71.4,161.03
70.49,165.56
70.9,151.95
72.39,154.22
70.13,145.15
70.31,136.08
69.4,154.22
71.12,156.49
73.39,151.95
74.75,140.61
68.22,149.69
68.86,140.61
71.67,149.69
69.31,133.81
68.17,140.61
68.49,133.81
70.03,145.15
74.75,127.01
70.03,206.38
79.2,219.99
76.11,206.38
75.84,181.44
78.83,174.63
80.83,158.76
82.1,142.88
77.02,142.88
78.83,161.03
78.02,140.61
80.83,129.27
76.93,131.54
86.64,192.78
89.45,185.97
86.55,174.63
89.45,181.44
85.82,158.76
82.83,140.61
86.82,142.88
84.37,136.08
87.09,136.08
86,136.08
88.81,151.95
94.62,210.92
90.72,197.31
97.7,183.7
91.44,176.9
93.35,192.78
98.07,188.24
95.53,136.08
96.07,136.08
92.53,140.61
97.07,147.42
90.63,129.27
102.6,213.19
109.32,224.53
103.69,210.92
105.32,219.99
109.5,217.72
103.33,190.51
100.88,188.24
105.78,172.37
103.87,185.97
102.6,158.76
103.78,124.74
111.4,303.91
114.49,208.65
114.58,204.12
120.11,165.56
113.94,154.22
121.65,111.13
115.39,
121.56,
135.9,249.48
134.72,199.58
132,190.51
50.44,106.59
52.89,129.27
53.98,117.93
59.83,149.69
59.56,92.99
58.74,74.84
65.36,170.1
64.05,156.49
65.09,102.06
65.45,88.45
65.54,92.99
67.04,90.72
61.14,63.5
67.04,167.83
66.59,
73.75,165.56
71.03,149.69
71.85,127.01
70.17,149.69
67.59,120.2
74.57,102.06
71.21,102.06
70.76,61.23
73.8,229.06
80.33,210.92
79.83,215.46
77.56,185.97
81.19,104.33
76.43,102.06
78.93,104.33
79.2,97.52
76.2,61.23
78.24,65.77
87.36,254.01
86.95,233.6
89.27,208.65
94.66,213.19
98.61,204.12
94.8,151.95
94.94,
103.33,183.7
107.18,138.35
103.33,90.72
113.22,215.46
151.05,210.92
138.8,272.16
129.82,151.95
,
44.27,147.42
52.44,99.79
53.07,81.65
59.06,142.88
59.87,124.74
56.93,113.4
62.28,120.2
66.32,108.86
62.19,102.06
72.26,179.17
73.48,181.44
74.62,140.61
74.62,140.61
70.49,111.13
72.3,108.86
69.94,115.67
81.37,172.37
81.92,154.22
81.19,145.15
78.15,156.49
81.1,142.88
75.75,106.59
80.88,102.06
75.66,115.67
81.65,129.27
86.36,161.03
89.81,145.15
83.14,156.49
87.18,154.22
82.78,142.88
83.6,136.08
87.32,136.08
85.55,52.16
98.11,226.8
94.35,217.72
92.53,165.56
92.99,167.83
92.67,161.03
97.43,170.1
103.92,181.44
101.15,170.1
101.24,142.88
119.88,183.7
114.49,97.52
134.26,233.6
147.83,251.74
142.7,106.59
51.62,68.04
46.58,72.57
49.62,
52.93,158.76
55.11,120.2
56.97,185.97
58.88,170.1
59.74,165.56
59.42,158.76
59.78,142.88
59.69,142.88
59.19,113.4
58.65,122.47
66.13,174.63
61.14,147.42
67.09,131.54
65.95,129.27
66.22,131.54
66.68,127.01
65,113.4
67.5,
73.94,217.72
72.76,183.7
74.8,226.8
70.26,183.7
74.66,167.83
74.21,161.03
73.66,156.49
72.89,158.76
70.4,156.49
71.71,165.56
71.35,142.88
69.31,136.08
71.3,136.08
68.81,136.08
67.81,99.79
73.12,
81.65,215.46
80.6,204.12
76.16,204.12
80.38,183.7
76.7,190.51
80.92,167.83
76.34,161.03
76.93,106.59
82.5,
80.88,113.4
80.38,
78.74,136.08
89.27,238.14
85.5,201.85
86.77,208.65
86,190.51
87.59,197.31
88.9,170.1
87.68,170.1
88.27,185.97
86.68,170.1
87.86,140.61
86.91,158.76
86.68,156.49
84.87,140.61
89.13,147.42
88.41,145.15
88.13,124.74
90,
89.13,215.46
82.51,142.88
92.17,242.67
99.06,190.51
96.25,192.78
90.17,172.37
93.26,174.63
96.48,195.04
92.44,183.7
94.53,192.78
96.66,154.22
99.29,142.88
95.75,145.15
91.4,120.2
100,
100,
98.11,
103.37,249.48
106.41,213.19
104.37,210.92
107.41,204.12
108.14,188.24
107.09,183.7
106.68,151.95
104.42,170.1
100.47,151.95
110,
110,
110,
110,
109.36,
105.91,
100.79,136.08
123.83,256.28
123.83,242.67
113.53,222.26
114.17,188.24
123.6,183.7
112.63,174.63
123.15,185.97
112.63,170.1
115.03,174.63
118.52,174.63
118.93,188.24
113.13,
162.34,244.94
124.96,249.48
130.77,210.92
126.69,226.8
173.14,238.14
137.21,204.12
130.91,181.44
143.52,181.44
137.3,185.97
125.78,183.7
45.81,92.99
46.77,88.45
60.06,147.42
63.19,138.35
68.58,181.44
74.84,147.42
79.24,195.04
81.01,149.69
81.47,136.08
87.27,283.5
88.72,151.95
98.02,204.12
94.03,149.69
91.08,129.27
93.39,138.35
105.37,267.62
109.13,215.46
101.47,188.24
109.59,136.08
105.41,163.29
120.84,192.78
116.07,174.63
121.25,181.44
121.7,158.76
117.03,167.83
130.63,226.8
132.13,158.76
125.69,102.06
127.14,127.01
50.8,129.27
51.26,102.06
53.98,
59.42,158.76
66.22,183.7
63.96,142.88
74.84,151.95
73.94,147.42
73.94,129.27
82.1,197.31
82.1,
89.81,197.31
89.36,183.7
88.45,181.44
89.36,142.88
89.81,147.42
89.36,
98.88,183.7
99.79,165.56
98.88,176.9
99.79,
98.88,
99.34,
109.77,285.76
109.77,281.23
107.95,199.58
108.41,176.9
109.32,167.83
120.2,256.28
124.74,229.06
123.38,204.12
123.38,192.78
123.38,185.97
117.03,197.31
116.57,188.24
124.28,183.7
124.74,197.31
124.74,179.17
123.38,147.42
118.84,154.22
121.56,190.51
124.74,115.67
124.74,170.1
124.28,
136.98,294.84
126.55,267.62
136.08,249.48
131.54,217.72
131.54,165.56
138.35,
55.79,124.74
55.79,145.15
54.7,
59.51,158.76
59.24,122.47
58.6,120.2
58.88,102.06
59.6,
63.68,156.49
64.59,138.35
65.95,138.35
66.04,136.08
66.32,133.81
67.04,106.59
62.32,147.42
63.59,102.06
69.22,167.83
72.85,172.37
71.58,181.44
68.4,163.29
67.95,154.22
72.48,129.27
72.57,147.42
71.4,147.42
70.31,122.47
70.13,124.74
70.58,113.4
74.57,97.52
81.83,226.8
75.84,174.63
82.1,188.24
76.48,165.56
76.29,149.69
80.56,142.88
79.92,133.81
77.84,86.18
89.72,240.4
88.54,179.17
85.91,165.56
85.73,161.03
84.28,192.78
99.25,222.26
97.79,195.04
98.07,215.46
98.97,172.37
99.16,192.78
90.17,151.95
93.17,158.76
94.44,161.03
91.44,158.76
98.07,
106.96,206.38
107.59,204.12
103.51,204.12
101.42,122.47
119.2,215.46
115.94,222.26
113.58,201.85
114.21,183.7
117.03,183.7
124.38,167.83
113.85,136.08
113.94,145.15
114.4,165.56
134.63,272.16
146.96,272.16
160.3,217.72
155.49,222.26
127.46,215.46
150.23,210.92
133.72,215.46
133.81,192.78
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.62,90.72
55.7,124.74
55.7,113.4
53.52,113.4
52.98,108.86
54.16,108.86
58.24,108.86
59.42,117.93
66.68,170.1
63.78,154.22
65.68,151.95
62.51,154.22
65.23,170.1
62.32,142.88
64.68,111.13
71.21,172.37
70.13,179.17
72.21,138.35
68.67,136.08
68.67,136.08
70.76,102.06
77.47,172.37
81.37,163.29
77.2,170.1
77.2,124.74
78.38,145.15
75.39,136.08
77.75,113.4
80.29,113.4
77.02,154.22
88.27,199.58
89.27,185.97
99.16,210.92
90.26,199.58
95.25,201.85
93.08,181.44
97.16,117.93
105.05,213.19
108.59,206.38
101.15,215.46
103.51,190.51
119.84,145.15
126.82,170.1
131,151.95
50.44,124.74
54.98,147.42
55.7,113.4
54.52,117.93
54.07,108.86
52.34,102.06
54.52,
58.88,115.67
59.87,102.06
56.79,104.33
64.86,204.12
61.6,163.29
64.86,156.49
65.86,165.56
66.5,142.88
64.14,156.49
64.23,142.88
63.14,136.08
66.59,131.54
61.87,136.08
63.68,127.01
63.59,
65.41,136.08
68.13,158.76
68.4,140.61
74.66,149.69
69.94,154.22
74.21,124.74
73.12,120.2
69.94,120.2
69.76,117.93
72.57,113.4
72.03,79.38
70.03,124.74
81.47,215.46
79.47,185.97
75.07,142.88
81.47,136.08
78.02,111.13
75.66,43.09
76.84,154.22
81.74,165.56
86,226.8
88.36,188.24
84.64,174.63
88.81,149.69
83.46,97.52
82.83,192.78
84.19,129.27
93.17,249.48
93.53,199.58
97.07,204.12
99.52,204.12
91.26,167.83
98.79,158.76
93.8,154.22
93.26,158.76
95.53,142.88
90.08,136.08
91.63,136.08
98.43,215.46
105.6,213.19
108.32,226.8
102.42,204.12
105.6,181.44
111.22,204.12
113.31,195.04
133.08,235.87
135.17,161.03
143.43,154.22
145.97,188.24
139.71,204.12
141.43,149.69
51.07,133.81
51.57,113.4
47.81,108.86
50.71,120.2
45.72,90.72
54.79,170.1
55.79,158.76
55.38,
59.33,172.37
59.33,133.81
57.97,138.35
59.15,133.81
59.69,122.47
59.42,
64.68,158.76
62.91,145.15
65.77,140.61
62.32,174.63
66.5,
67.13,
66.59,
73.57,226.8
74.3,190.51
73.03,174.63
67.95,181.44
74.48,165.56
81.47,215.46
81.92,204.12
77.38,185.97
81.01,192.78
80.01,192.78
80.2,183.7
80.47,181.44
80.92,156.49
77.7,136.08
86.18,226.8
88.81,204.12
87.54,213.19
89.63,204.12
88.99,183.7
88.81,190.51
89.63,190.51
86.91,210.92
87.63,183.7
87.63,190.51
89.72,
97.16,235.87
92.71,226.8
98.88,249.48
94.66,226.8
95.44,226.8
95.44,201.85
99.7,204.12
92.8,192.78
94.98,183.7
97.79,181.44
96.16,199.58
98.16,181.44
99.25,
104.51,272.16
105.69,254.01
105.69,226.8
101.47,231.33
106.87,204.12
99.97,204.12
101.79,188.24
107.68,
123.38,285.76
121.11,285.76
121.47,265.35
118.39,231.33
119.93,215.46
114.31,
162.11,185.97
128.68,217.72
128.91,195.04
129.91,222.26
135.08,201.85
147.87,192.78
124.92,199.58
126.92,
135.99,
144.24,
142.88,
51.71,97.52
49.17,92.99
50.71,83.91
49.26,81.65
49.08,74.84
45.54,92.99
54.79,140.61
55.7,102.06
54.7,108.86
55.47,102.06
58.06,147.42
59.51,138.35
59.15,136.08
59.33,113.4
58.15,113.4
58.33,120.2
57.88,106.59
62.23,167.83
67.13,161.03
62.51,158.76
65.05,181.44
64.68,151.95
65.68,136.08
63.59,122.47
62.6,108.86
60.51,106.59
74.66,192.78
69.76,188.24
71.12,154.22
74.84,154.22
69.85,147.42
73.84,151.95
67.22,145.15
73.12,151.95
68.4,138.35
69.13,136.08
68.49,136.08
72.39,136.08
81.19,204.12
81.28,206.38
76.57,181.44
78.7,174.63
81.56,170.1
77.29,156.49
78.56,163.29
77.84,161.03
80.74,145.15
80.47,136.08
77.29,142.88
82.01,142.88
81.74,140.61
80.2,145.15
81.1,142.88
79.83,151.95
86,242.67
83.91,190.51
82.55,188.24
85.55,183.7
83.64,156.49
88.18,158.76
89.54,158.76
84.91,
89.45,163.29
84.64,240.4
96.16,206.38
99.43,204.12
94.17,199.58
93.8,174.63
98.34,204.12
93.17,192.78
97.79,181.44
94.98,174.63
92.62,172.37
95.89,154.22
95.35,142.88
93.98,145.15
91.72,97.52
103.96,235.87
101.6,195.04
102.87,204.12
108.32,204.12
105.14,213.19
101.7,185.97
104.96,167.83
108,183.7
103.51,176.9
107.86,174.63
104.96,136.08
103.96,
108.77,199.58
106.23,
105.32,163.29
107.59,172.37
116.66,217.72
115.39,197.31
114.67,195.04
110.68,181.44
117.21,172.37
122.2,165.56
111.81,154.22
116.39,142.88
111.31,133.81
132.81,265.35
127.46,213.19
131.63,231.33
133.81,226.8
155.13,208.65
130.82,206.38
134.72,181.44
130,172.37
138.35,156.49
146.33,
124.92,
,
,
,
,
,
,
,
,
,
,
51.71,124.74
55.79,154.22
55.43,136.08
54.16,129.27
55.25,106.59
58.33,190.51
59.33,165.56
59.15,165.56
59.87,151.95
58.42,136.08
57.52,142.88
65.95,219.99
66.59,195.04
65.77,181.44
62.6,165.56
74.84,222.26
68.22,172.37
76.75,215.46
78.47,176.9
81.56,163.29
80.29,154.22
82.1,124.74
77.75,183.7
77.29,
88.63,244.94
87.63,197.31
87.72,181.44
89.45,183.7
87,244.94
98.52,242.67
94.89,226.8
99.34,204.12
93.89,190.51
99.61,192.78
107.32,206.38
107.14,142.88
120.02,256.28
113.22,256.28
116.12,229.06
112.4,172.37
152.5,124.74
,
,
,
,
51.62,129.27
49.99,106.59
51.71,108.86
48.35,72.57
49.71,
54.52,145.15
55.79,136.08
55.07,140.61
55.52,131.54
54.43,127.01
54.34,124.74
58.42,149.69
59.33,142.88
59.15,131.54
59.87,127.01
58.51,102.06
67.13,195.04
65.23,170.1
64.68,158.76
64.46,129.27
63.68,102.06
62.14,115.67
64.5,102.06
73.62,208.65
72.57,217.72
73.57,154.22
70.03,170.1
74.75,147.42
73.03,156.49
70.22,163.29
69.49,165.56
74.3,136.08
68.04,124.74
70.58,115.67
69.49,92.99
78.83,145.15
77.02,151.95
80.74,167.83
79.56,124.74
84.73,188.24
89.18,195.04
88.18,181.44
89.09,183.7
84.19,174.63
87.91,149.69
88.63,133.81
86.18,102.06
98.88,229.06
92.17,185.97
97.25,181.44
92.62,174.63
98.79,174.63
91.53,140.61
97.79,156.49
97.16,161.03
99.79,124.74
96.34,106.59
106.59,244.94
107.5,213.19
109.41,199.58
102.56,183.7
109.04,183.7
105.05,174.63
101.6,170.1
104.87,165.56
103.24,133.81
108.14,149.69
124.74,290.3
121.65,210.92
114.49,224.53
117.3,210.92
120.29,204.12
118.57,183.7
115.12,165.56
120.93,165.56
116.21,170.1
130.54,238.14
128.64,195.04
142.16,183.7
135.26,172.37
49.9,117.93
49.9,113.4
50.8,124.74
50.35,117.93
48.53,102.06
51.71,97.52
45.81,79.38
46.72,68.04
41.28,70.31
48.99,61.23
48.99,
52.62,181.44
52.62,124.74
53.07,124.74
53.52,120.2
55.79,120.2
54.43,102.06
55.34,95.25
55.34,81.65
55.79,79.38
55.34,61.23
53.52,38.56
59.42,147.42
59.42,140.61
58.51,142.88
59.42,131.54
59.87,131.54
59.87,99.79
57.15,88.45
59.42,161.03
59.42,115.67
66.22,190.51
66.68,167.83
66.22,176.9
66.22,158.76
67.13,167.83
64.41,151.95
62.14,154.22
63.96,142.88
66.68,147.42
63.5,133.81
66.68,140.61
65.77,129.27
67.13,117.93
62.6,138.35
65.77,115.67
63.05,113.4
62.6,111.13
64.41,113.4
66.68,113.4
61.23,113.4
61.69,104.33
64.41,113.4
65.77,124.74
65.32,161.03
74.39,199.58
74.84,192.78
73.48,188.24
71.67,172.37
74.84,183.7
71.21,161.03
73.03,181.44
74.39,158.76
72.12,149.69
73.03,142.88
73.48,131.54
73.48,127.01
68.95,142.88
73.03,142.88
73.94,113.4
68.04,111.13
72.57,90.72
68.04,142.88
69.85,127.01
74.84,181.44
82.1,217.72
78.02,215.46
81.65,229.06
78.02,208.65
78.02,201.85
80.74,197.31
81.19,190.51
79.38,181.44
79.83,195.04
76.66,170.1
78.47,165.56
80.74,170.1
77.11,158.76
75.75,145.15
80.74,158.76
78.02,149.69
79.83,161.03
80.29,138.35
77.56,122.47
78.47,124.74
80.29,131.54
81.65,204.12
82.1,102.06
81.19,142.88
82.1,197.31
76.66,
81.19,
87.09,217.72
85.28,201.85
84.82,213.19
83.01,181.44
84.82,167.83
83.46,181.44
89.36,151.95
85.28,174.63
88,165.56
85.28,147.42
84.37,183.7
84.37,181.44
87.54,158.76
87.54,154.22
87.09,154.22
88,142.88
88.45,124.74
88.9,122.47
83.01,161.03
83.01,136.08
99.34,242.67
98.43,226.8
95.25,240.4
95.25,254.01
98.88,217.72
96.16,204.12
99.34,213.19
93.89,204.12
99.34,204.12
98.43,226.8
96.62,190.51
91.63,199.58
99.34,176.9
99.34,167.83
94.8,165.56
98.88,172.37
94.35,167.83
96.16,181.44
92.99,131.54
95.25,154.22
97.52,147.42
95.25,154.22
97.98,151.95
97.07,142.88
95.25,142.88
99.79,117.93
93.89,215.46
96.16,
99.79,
97.52,
106.14,263.08
107.95,240.4
109.32,240.4
105.23,254.01
108.86,235.87
107.95,238.14
106.59,215.46
105.69,204.12
100.7,181.44
102.97,190.51
103.87,195.04
101.15,183.7
102.06,170.1
108.41,161.03
102.51,158.76
102.51,158.76
107.05,151.95
102.97,
104.33,195.04
107.95,
105.69,
123.83,347
116.57,249.48
121.11,229.06
124.74,219.99
120.2,249.48
115.21,217.72
112.04,229.06
117.93,208.65
115.21,206.38
110.68,201.85
118.39,215.46
122.47,215.46
115.21,233.6
114.31,192.78
120.2,201.85
119.75,183.7
117.93,201.85
114.31,195.04
111.58,192.78
116.57,226.8
115.67,165.56
119.29,183.7
124.28,158.76
115.21,181.44
124.28,174.63
111.58,181.44
124.28,176.9
121.56,120.2
146.51,331.12
136.98,324.32
138.8,263.08
135.62,258.55
146.51,238.14
146.96,249.48
126.1,249.48
144.7,251.74
140.16,238.14
145.15,215.46
144.24,254.01
134.72,226.8
167.83,224.53
128.37,204.12
136.98,226.8
131.54,195.04
127.46,158.76
156.49,172.37
131.54,158.76
148.32,156.49
140.16,124.74
126.55,
51.71,117.93
51.71,81.65
55.79,127.01
55.79,124.74
59.87,183.7
59.87,113.4
67.13,142.88
67.13,142.88
74.84,161.03
74.84,158.76
74.84,151.95
74.84,151.95
74.84,142.88
82.1,179.17
82.1,167.83
82.1,170.1
82.1,151.95
82.1,165.56
89.81,183.7
89.81,181.44
89.81,142.88
89.81,156.49
89.81,156.49
89.81,102.06
