bodyweight_kg,bench_kg
83.64,180
106.73,
108.05,
106.73,
89.9,
95.25,
89.58,
88.86,
103.24,
148.51,
121.34,
134.94,
134.94,
72.85,
154.22,
154.22,
154.22,
154.22,
134.9,
66.81,
35.24,
108.86,
48.04,
89.9,232.5
89.18,252.5
95.25,260
109.09,260
109.09,260
89.63,190
108.91,255
80.29,195
80.29,195
80.29,195
78.56,200
98.29,215
92.62,177.5
128.37,187.5
106,175
85.14,137.5
59.87,110
131.63,157.5
35.24,55
66.9,77.5
48.04,62.5
65.86,75
64.09,67.5
84.5,95
89.9,
99.02,
72.85,
88.86,
113.44,
109.41,
81.1,
140.61,
140.61,
131.63,
35.24,
48.04,
84.5,
93.49,
95.25,
118.84,
50.85,135
92.53,157.5
51.12,110
57.42,110
67.13,115
67.13,115
65.27,110
59.19,92.5
71.21,87.5
87.54,100
87.54,100
87.54,100
60.65,70
63.19,65
73.48,80
106.59,85
106.59,85
112.35,
84.5,
112.72,307.5
80.69,250
88,262.5
74.16,175
107.68,240
110,237.5
93.17,202.5
88.68,210
105.69,222.5
87.23,190
93.12,195
77.47,177.5
115.21,227.5
64.41,162.5
81.37,165
122.15,235
122.15,235
122.65,237.5
65.32,125
101.15,160
116.57,192.5
85.91,175
77.43,135
116.16,125
116.16,125
64.32,67.5
129.91,215
92.8,227.5
127.41,
93.17,
96.75,
92.49,
47.63,
38.56,
47.63,
38.56,
112.72,
93.17,
96.75,
107.68,
115.21,
81.37,
74.12,
59.01,137.5
68.08,147.5
90.72,147.5
93.53,157.5
93.53,157.5
73.21,125
67.22,137.5
72.21,140
56.61,112.5
134.31,172.5
134.31,172.5
144.79,107.5
88.81,95
74.84,52.5
90.72,
74.12,
59.01,
43.14,
59.87,
90.72,
93.53,
93.53,
73.71,
74.12,
43.59,115
113.04,187.5
88.04,147.5
56.47,100
108.59,310
55.84,175
129.05,282.5
68.54,192.5
74.43,192.5
57.88,147.5
98.93,192.5
68.08,165
83.78,175
66.13,130
128.14,182.5
101.97,157.5
116.35,
104.96,
104.96,
104.96,
108.59,
97.02,
97.02,
85.59,
104.64,
104.64,
104.64,
104.64,
122.38,
97.16,
71.67,
122.38,
104.33,
118.93,
69.72,
174.22,
73.39,
73.39,
64.73,220
64.73,220
64.73,220
109.32,292.5
73.3,220
128.64,300
128.64,300
147.19,300
77.75,217.5
116.53,292.5
138.57,255
129.05,282.5
79.42,217.5
71.67,185
71.67,185
71.67,185
118.93,227.5
116.03,197.5
103.06,197.5
100.24,197.5
108.41,197.5
108.41,197.5
143.24,220
83.14,152.5
119.98,165
88.54,182.5
98.97,150
98.97,150
94.71,117.5
72.3,92.5
39.73,20
85.59,
77.75,
82.1,
104.33,
81.1,
143.24,
70.67,
109.54,
97.25,
71.67,
109.54,
62.4,80
74.8,92.5
65.5,130
60.6,90
64.6,132.5
73.6,155
73,130
70.7,90
79.2,140
81.2,120
72.8,105
92.8,170
90.1,145
86,130
104.8,
101.5,110
98.9,150
97.2,100
118.8,190
111.2,205
117,160
114.2,250
120.8,180
141.7,310
51.7,70
63,75
62.3,100
76.8,90
65.3,150
65.8,110
65.6,140
59.6,
64.3,105
73,92.5
71.9,125
74,160
73.9,150
73.7,155
73,150
72.8,105
81.2,205
81.8,165
79.1,150
82,170
80.4,135
75.4,95
82.1,120
83,185
88.4,170
84,140
83.9,100
91.7,190
91.3,185
101.1,170
103.3,80
101,135
99.1,185
95.6,220
117.6,250
113,210
114.6,130
113.4,200
115.6,120
119.1,177.5
135.7,
140.2,300
131,275
123,220
129,210
155,190
83,
98.9,
105,
103,
121,
67.2,
74.8,
64.5,
65.8,
73.6,
72.6,
72.3,
70.7,
83,
80.3,
77.7,
80.4,
91,
89.7,
86.4,
83.5,
89.9,
85.4,
98.2,
98.2,
97.5,
102.9,
98.9,
98.9,
119.8,
119.2,
114.8,
178,
131.3,
135,
121.3,
61.5,85
62,100
62.4,80
68.9,
72.6,75
64.3,142.5
64.9,120
65.5,175
63.8,100
72.2,105
73.3,145
73.4,195
81.4,175
79,160
76.3,140
80.5,75
89.9,190
101.6,220
118.3,
112.7,170
129.4,
121.9,180
61.4,
58.1,
64.5,
64.1,
73.1,
72.9,
72.4,
73,
72.3,
72.6,
80.7,
81.5,
82.4,
74.7,
80.6,
82,
82.5,
76.6,
74.6,
81.2,
89.8,
88.8,
88,
86.4,
88.8,
89.4,
84.9,
101.9,
97.4,
100.7,
103.7,
96.3,
104.9,
93.6,
100.4,
96,
94.5,
118.5,
117.1,
116.7,
109.1,
144.9,
138.5,
148.3,
131.5,
129.9,
62.9,
65,
72.9,
84.8,
91,
100.6,
108.1,
139.2,
127.7,
51.3,50
55.3,95
56.6,90
56.8,80
55.4,70
55.3,80
54.3,72.5
58.4,82.5
62.8,90
60.8,
70.2,90
69,110
66.8,85
70.1,60
82.8,100
79.5,100
74.6,97.5
55.5,117.5
64.2,127.5
64.9,157.5
65.2,172.5
65,
65.9,160
72.4,152.5
67.7,115
74,170
67.2,132.5
72,150
71.6,140
73,100
81,160
76.4,135
82.1,175
82.5,165
79.4,160
81.9,170
82.2,170
80.2,125
89.3,132.5
89.8,182.5
86.5,
88.2,160
91.4,240
91,205
87.6,157.5
91.4,200
90.4,170
103.8,205
97.1,185
100.6,160
101.1,195
118.1,222.5
114.4,160
117.6,175
111.5,225
141.7,300
127.3,200
124,195
54.2,
55.3,
56.9,
70.2,
67.8,
68.3,
79.2,
80.5,
85.4,
58.9,
53.7,
64.5,
65.3,
66,
71.7,
73.4,
74,
72.6,
73.6,
71.3,
72.6,
82.5,
81.9,
86,
88.8,
85.1,
94,
103.3,
93.9,
95.9,
104.5,
101.6,
108,
107.4,
118,
119.4,
119.8,
113.7,
151.6,
188.2,
62.9,
64.1,
65.8,
70.3,
73.4,
147,
54.7,80
56.2,70
56.4,80
55.1,70
55.9,77.5
63,75
70.2,75
66.2,70
70.7,80
77.2,100
78.4,100
91.5,80
94.8,55
53.3,100
64,125
65.5,130
65.7,145
71.3,120
73.8,165
68.3,155
66.9,115
74,180
72.5,155
72.1,140
73.4,87.5
83,150
79.3,140
80.9,170
80.5,210
81.7,190
82.8,175
81.6,
91.4,200
88.3,160
93,230
91.4,220
89.5,200
89.9,180
92.1,150
92.1,
87.1,170
90.2,165
104.9,230
103.6,190
100.7,190
93.1,160
98.5,235
101.5,200
101.6,145
101.4,165
119.5,270
110,250
119.7,190
118.7,180
115.1,170
113.1,220
152.4,250
77.7,
63.9,180
69.7,130
73.4,195
83,
91.3,200
86,170
100.7,195
147.8,330
51.8,
56.7,
54.9,
55.7,
61.5,
62.6,
69.3,
71.1,
78.4,
91.5,
49.7,
51.4,
65.1,
63.6,
60.4,
65.5,
63,
59.5,
64.7,
73.1,
72.3,
72.3,
73.1,
73.1,
70.8,
73,
80.6,
78.7,
82.4,
76.6,
82.7,
81.8,
82.3,
75.6,
91.9,
92.9,
85.4,
92,
87.8,
83.7,
85.7,
91.6,
86.9,
91.8,
91.3,
90.1,
102.1,
102.3,
102.4,
100.6,
99.6,
98.9,
111.5,
109.7,
119.1,
111.5,
148.3,
132,
65.7,
65.9,
73.6,
104.6,
117.8,
154.9,
56.6,
55.7,
69.6,
77,
94.5,
66,
66,
72.4,
72,
73.6,
74,
74,
72.8,
81.9,
81.7,
83,
82.5,
81,
80.6,
74.4,
89,
91.9,
90.4,
90.5,
102.3,
98.6,
105.1,
108.7,
116.6,
110,
180.1,
146.8,
133.4,
120.9,
65.7,
73.4,
80.5,
79.4,
85.4,
102,
92,
147.3,
82.5,77.5
69.9,
72.8,95
70.9,190
73,172.5
71.3,145
70.9,190
71.6,170
71,120
67.2,140
80.7,140
77.9,192.5
79.7,192.5
83,150
79.3,165
85.1,90
92.7,
86.9,170
89.4,152.5
92.8,115
88.2,180
88.4,175
91,180
90.1,177.5
88.8,170
89.6,160
90.9,140
91.8,
83.3,
103.1,200
102.2,150
116.9,250
130.6,250
55.9,
71.8,
81.7,
81,
88.2,
59,
65.6,
71.6,
69.1,
71.2,
71.2,
70.3,
71,
70.6,
81.7,
80.2,
75.4,
79.8,
75.6,
80.6,
84.2,
87.6,
90.1,
84.8,
89.9,
90.3,
102.7,
98.8,
101.6,
102.2,
107.6,
115,
127.7,
72.6,
82.8,
51.4,87.5
51.9,105
54.7,57.5
54.6,92.5
55.8,125
56.8,90
53.5,100
55.7,85
55.8,65
56.9,120
56.9,107.5
52.6,55
62,105
62.9,105
59.7,105
59.9,87.5
61.8,85
71.9,102.5
87.4,
86.5,120
81.8,135
83.6,110
63.3,160
74,200
73,145
82.9,250
80,210
81.5,210
81,170
89.6,205
90.1,185
87.7,145
96.6,245
96.2,210
102.2,215
103.5,190
119.5,220
117.4,140
111.2,
144.7,335
76.3,
84,
49.9,
57,
56.9,
55.9,
54.8,
55.2,
61.7,
60.4,
62.5,
71.4,
69.2,
83.3,
81.5,
79.8,
143.1,
59.1,
66,
73.5,
69.3,
73.6,
72.3,
70.5,
73,
73.9,
73.8,
72,
70.9,
73.1,
79.9,
82,
80.8,
81.8,
80.8,
79.7,
76.5,
75.1,
77.8,
89.3,
92.6,
86.5,
87.3,
103.1,
94.8,
103.4,
104.1,
100,
119,
110.4,
108.9,
114.4,
115.4,
126.5,
73.7,
118.2,
106.3,
55.4,120
53.7,97.5
56.2,80
54.2,55
56.9,
60.3,102.5
59.8,82.5
62.9,100
61.6,50
70.4,102.5
69.3,65
69.8,90
74.6,110
81,110
82.4,70
82.1,125
76.9,85
78.4,70
66,170
72.6,175
68,170
71.3,157.5
72.5,120
77.3,190
75,170
81.6,165
82.5,157.5
80.3,190
82,190
82.1,190
81.4,175
81.5,167.5
79.2,155
77.5,120
89.9,205
87.6,130
90.2,190
89.5,172.5
91.3,125
90.2,170
94.5,180
101.7,130
102.3,207.5
118.4,210
110.1,210
119.2,200
143.7,300
123.2,230
62.4,110
106.7,265
143.5,315
52,
54.6,
55,
53.1,
60.3,
59.3,
62.1,
59,
67.3,
68.3,
69.7,
75.3,
65,
69.7,
68.8,
74,
69.1,
72.9,
66.6,
73.2,
75.1,
87.1,
91.7,
87,
90.6,
104.2,
102.5,
110,
122.8,
180.2,
72,
115.1,
106.8,
149.8,
50.1,117.5
50.8,105
50.2,110
51.2,97.5
55.4,110
56.6,92.5
52.8,75
61.5,122.5
63,135
63,125
62,90
62.9,75
72,130
70.8,110
71.9,110
64.5,105
78.1,133.5
86.8,100
58.9,170
59,125
64.9,192.5
65.6,155
73.9,211
73.7,200
73.6,192.5
71.3,200
81.8,230
81.7,210
80.7,197.5
82.5,200
86,260
91.5,195
100.1,260
103,245
117.2,287.5
116.5,200
133.4,252.5
52,
56.9,
54,
54.6,
61.5,
71.8,
69.6,
66.4,
84.3,
94.3,
93.4,
77.6,
80.2,
57.5,
65.8,
73.5,
70.9,
72.9,
72.6,
71.2,
80.5,
82.6,
81.7,
91.9,
91.3,
84.3,
102,
103,
96.2,
133.6,
70.5,
68.3,
102.8,
69.7,85
97.1,72.5
58,80
63.9,135
66,202.5
72.2,145
73.7,120
71.8,80
72.4,155
80.7,160
78.3,130
82,160
82.4,120
81.3,190
82,175
82.2,175
92.3,177.5
89.9,185
91.2,160
90.3,
104.4,215
99,222.5
103.8,210
117.6,290
119,260
125.5,265
128.4,170
90.3,200
55.4,
71.5,
65.5,
83,
87.8,
150.5,
57,
64.5,
73.2,
72.5,
72.7,
71.7,
73.8,
73.4,
70.8,
81.5,
75.7,
81.6,
81.1,
81,
81.6,
81.3,
80.9,
84.5,
91.9,
104.4,
103.4,
116.6,
109.2,
113.8,
126.2,
121.9,
66.7,
72.7,
102.4,
114.2,
51.1,70
57,117.5
56.4,125
55.8,97.5
56.1,85
56.8,91
62.9,125
63,85
62.2,102.5
60.9,92.5
62.8,77.5
62.9,
71.5,100
86.9,142.5
151.5,140
85,122.5
155.4,120
83.1,100
94.1,120
83.8,137.5
83.9,90
81.8,130
65.4,140
73.9,215
73.7,165
73.4,135
81.2,220
82.5,195
82.3,165
79.8,140
85.7,255
90,215
85.6,170
89.9,155
98.4,260
102.2,250
118.9,215
115.7,190
120.7,200
130.6,220
55.1,
63,
61.2,
62.3,
71.3,
83.8,
148.5,
96.8,
64.9,
73.8,
72.6,
69.5,
72.4,
81.9,
80.6,
79.6,
81.3,
80.4,
76.9,
81.2,
86.5,
89.3,
91.9,
90.8,
103.1,
99.2,
100.6,
102.3,
103,
102.9,
107.4,
112.6,
127.9,
72.4,
52,52.5
56,72.5
55.6,80
56,80
55.4,60
61.4,107.5
68.1,62.5
69.7,70
71.9,127.5
78.8,102.5
82.9,75
94.7,102.5
101.1,95
71.8,
72.1,205
70.6,155
73.7,137.5
73.2,155
74,130
72.9,132.5
82.1,200
80.2,180
81.1,195
83,180
81.4,165
80.4,160
81.6,160
89.6,165
92.5,210
90.5,202.5
91,195
88.6,200
90.6,150
88.8,155
103.6,270
99.2,225
104.2,220
102.3,195
104,180
99.6,175
104.6,165
98,160
95.5,120
102.8,105
110.2,165
112.9,130
107.3,
126.1,
56,67.5
52.8,52.5
56.1,105
56.1,105
54.4,62.5
61.4,85
63,80
60,105
69.9,115
69.1,107.5
69.4,87.5
82.5,105
81.6,65
83.3,
92.9,140
72.9,170
70.6,160
71.5,125
72.6,205
71.5,155
73.4,165
73.3,135
80.7,155
80.7,180
82.3,130
74.1,125
82.3,185
81.7,150
80,155
79.8,130
80.3,210
92.4,205
87.3,200
85.2,170
83.4,125
90.6,175
103.8,160
110.9,165
111.7,165
111.9,
126.9,205
56.8,110
64.9,160
65.8,170
66,200
73.7,190
72.4,175
68.8,155
72.4,152.5
68,145
70.7,165
72.3,172.5
72,160
80.2,170
81.8,155
81.5,212.5
82.7,190
80.3,170
80,155
79.9,155
82.1,140
82.1,200
75.8,195
82.1,175
74,160
77.6,115
89.4,207.5
92.1,210
92.1,190
89,210
87.8,197.5
86.3,187.5
89.8,160
93,
90.5,225
91.8,200
91.2,160
100.5,220
103,205
103.5,195
101.1,175
109.9,150
108.7,190
110.7,140
124,200
133,260
52.4,52.5
52.6,67.5
61.4,75
61.2,97.5
65.9,110
63.2,80
65.7,45
68.5,87.5
70.5,95
72,110
70.7,102.5
65.1,80
82.5,130
92.7,140
93.8,135
94.6,82.5
96.8,
74,180
123.2,190
52,45
52.7,62.5
57.6,105
62.6,80
66.1,105
68,82.5
65.5,45
69.5,90
68.2,
67.1,92.5
74.5,67.5
78.9,100
81.5,92.5
73.2,77.5
74,175
71.7,150
66.6,120
74,135
72.9,122.5
67.5,147.5
81.7,120
79.3,207.5
79.9,140
79.1,135
80.9,130
79.9,160
78.2,160
92.3,160
90.2,135
91.5,145
89.2,
91.8,195
88.3,212.5
91.5,145
91.8,150
84.7,125
101.6,170
108.4,175
115.1,90
126.2,160
52,85
55.7,95
61.5,95
65.8,130
64.6,162.5
65.7,142.5
72,162.5
70.5,165
73.7,165
74,160
72.2,192.5
71.1,110
81,167.5
79.9,202.5
81.4,140
79.9,130
83,190
82.2,180
87.1,140
93.9,235
127.9,260
74.5,80
50.2,
65.8,
64.6,
72,
73.7,
70.5,
74,
71.1,
72.2,
81,
81.4,
79.9,
83,
82.2,
90,
90.2,
87.1,
102.4,
103,
104.8,
99.4,
93.9,
112.7,
107.5,
127.9,
74.2,
50.2,
52,
55.7,
61.5,
65.8,
64.6,
65.2,
65.7,
72,
70.5,
73.7,
71.1,
67.4,
74,
72.2,
81,
81.9,
81.4,
79.9,
83,
82.2,
78.5,
87.1,
102.9,
99.4,
93.9,
127.9,
74.2,
50.1,92.5
56.4,112.5
62.2,100
63.2,105
65.5,127.5
94.8,142.5
63.7,165
80.4,205
88.9,220
80.4,250
81.3,185
77.3,
55.5,110
57,85
52.8,70
56.1,42.5
56.5,77.5
62.2,85
58.2,30
62.2,80
57.4,70
71.2,80
69.8,85
82.7,70
114.3,75
111.8,120
94.9,125
56.2,85
65.1,115
73.7,115
73.6,150
80,165
80.9,130
76.8,120
78.9,125
76.1,145
80.5,140
80.9,177.5
80.1,132.5
82,110
90,
89.9,185
90.1,132.5
92,205
92.8,160
83.9,150
85.7,142.5
101.9,180
99.1,175
96.2,150
100.1,160
102.8,135
116.5,170
115.5,180
109.7,140
105.6,135
49.3,100
56,100
55.4,90
53.1,55
57.7,112.5
62.2,105
60.6,100
68.7,77.5
72.1,167.5
71.9,160
72.6,157.5
81.6,220
82.1,155
91,195
84,165
90.8,150
116.9,
112.1,190
107,125
134,260
125.9,
72.7,160
72.6,110
79.6,182.5
76.4,
52,
51.3,
55.7,
54.3,
56.3,
61.4,
61,
61.8,
59.5,
61.6,
58.4,
69.9,
68.8,
70.6,
81.5,
83,
82.1,
76.1,
87.6,
101.2,
121.4,
73.6,
73.6,
69.5,
70.1,
70.2,
73.7,
71.4,
72.8,
74,
69.9,
77.9,
76.4,
79.8,
80.2,
79.6,
89.7,
87.5,
89.4,
91.5,
101,
100.3,
101.4,
103.4,
115.9,
112.4,
105.4,
107.2,
51.3,65
56.3,110
61,60
68.8,100
81.5,90
82.1,70
73.6,165
69.5,105
73.7,200
69.9,160
80.2,105
79.6,137.5
89.7,150
89.4,167.5
100.3,185
101.4,170
112.4,200
45.4,70
55.2,85
54.8,75
55,100
55,110
56.2,100
55.5,95
62.6,102.5
61.3,102.5
62.6,90
60.6,80
58.7,75
70.4,95
70.8,95
70,82.5
82.8,135
94.5,120
112,130
99.1,132.5
87.6,105
106.4,95
72.8,165
73.6,120
67.4,202.5
73.4,150
73.8,200
71.9,165
73.1,162.5
72.5,140
73.6,147.5
72.1,122.5
71.9,157.5
81,172.5
76.5,135
78.5,130
82.8,242.5
82.8,182.5
76.8,182.5
81,160
80.6,160
80.3,197.5
79.8,142.5
80.4,145
91.6,180
90.7,205
91.1,175
92.1,155
89.5,155
102.5,150
103.7,135
99.8,190
103.7,160
116.2,172.5
108.3,185
107.7,150
122.2,195
67,
59,
90,
102.4,250
102,230
124,342.5
71.4,
102.4,260
72,
94.9,
80,
85.5,
66.4,
74.4,
73.7,
69,
79.3,
82.5,
83.6,
83.8,
107,
86.3,
101.7,
92.4,210
82.5,175
79.5,
88.2,180
83.5,180
108.5,240
57.6,90
72.1,125
59.8,
75.4,170
79.8,
59.5,
73.5,155
95.5,230
119.6,
79.9,135
89,250
82.2,175
81.4,175
86,220
100,240
94.3,210
105.8,240
74.9,170
71.3,150
86.2,130
89.3,
72.9,100
83.5,175
102,170
88,
100,280
92,
102.9,125
67,
98.3,150
107.4,
110.6,
129.8,140
106.2,90
102.3,255
81.4,255
88.8,260
93.6,220
101.7,290
103.8,265
123.9,200
109.1,250
87.3,25
92.2,25
61.5,90
63.5,90
77.8,100
98.5,100
130.5,145
107.9,25
93.9,185
97.9,130
87.1,250
97.7,260
98.1,260
101.4,220
110.1,
58.4,85
65.7,110
63.4,105
58.8,
70.6,115
51.3,95
53,72.5
71.3,
109,200
79.8,
82.1,
95.5,185
90.5,
109.9,300
107.8,220
101.1,205
136.7,
87.6,180
95.6,180
91.5,115
67.3,115
95.9,
61.2,
70,
65.4,
81.5,
78.9,
58.4,
67.3,
66.1,
75,
73.5,
75.8,
76.2,
55.3,
57.8,
66.6,
67,
67.2,
72,
70.1,
90.9,
98.5,
94.8,
90.3,
59.5,
64.7,
64.4,
67.2,
74.7,
73.7,
74.7,
73.4,
74.5,
70.7,
79.4,
81.6,
81.5,
76.4,
81,
81.8,
89,
89.8,
88.4,
88.7,
89.7,
97.1,
90.7,
96.7,
109,
104.1,
124.4,
111,
111.3,
112.3,
57.8,
64.9,
72.2,
82.3,
81.9,
82.5,
82.5,
77.7,
89.5,
89.3,
88.3,
84.3,
89.3,
88.5,
87.6,
89.5,
89.7,
98.7,
96.5,
99.9,
96.9,
97.2,
94.6,
97.6,
96.8,
98.8,
94.3,
95.8,
98.8,
107.5,
101.8,
107.5,
108.8,
108.7,
103.7,
102.5,
108.3,
101.7,
108.6,
101.7,
123.1,
122.4,
119.5,
127.6,
127.3,
135,
130.9,
79.2,
89.2,
86.9,
90,
97.9,
97,
96.5,
107.5,
108.9,
125,
122.2,
124.5,
134.8,
137.9,
65.3,
66.4,
67,
72.5,
68.3,
80.5,
82.1,
82.5,
88.2,
87.9,
90,
95.8,
95,
98.6,
119,
117.5,
112.9,
107.5,
54.4,
55.3,
60,
66.8,
66.3,
77.5,
81,
57,
67,
68.8,
70.9,
71.8,
69.3,
73.8,
58.4,
63,
73.5,
72.5,
82.1,
80.1,
80.9,
87.5,
83.9,
97.3,
90.5,
97.8,
116.1,
67.1,145
72.3,165
71.2,
78.6,265
81.4,200
82.1,200
84.2,255
89.6,220
89.1,240
90,215
95.8,230
91.3,225
95.5,220
97.2,210
108.2,280
108.8,280
102.6,275
109.4,255
108.9,230
105.7,215
106.2,210
106.7,190
117.9,235
71.7,152.5
82,190
81.4,180
79.4,180
83,200
86.3,
92.5,215
110,272.5
108.9,230
59.2,95
55.8,125
67.4,160
67.4,160
74.3,180
74.3,165
81.3,232.5
82.5,200
89.7,240
88.8,242.5
89.3,237.5
89,210
87.7,195
91.1,245
92.4,260
98.2,230
95.2,210
99.3,210
99.5,215
104.2,255
109.2,252.5
100.4,215
115.7,270
56.7,170
65,125
67.3,220
61.7,152.5
67.4,235
82.9,165
90.9,200
61.7,100
72.1,
98.9,250
122.2,200
64.3,100
79.7,220
85.2,235
88.6,210
98.8,235
106.3,
78.7,220
102,180
131.2,
95.3,180
62.3,165
71.1,175
76.2,215
97.5,227.5
92.5,220
68.7,220
81.7,240
79.5,230
85.9,290
87.4,275
84.6,175
97.6,260
103,325
109,300
110,305
107,245
112,290
112,320
109,240
85.7,
66.7,160
72.7,150
107.3,215
65.7,135
73.5,170
88.8,260
89.8,245
84.8,190
91.1,252.5
93,215
74,180
51.7,115
55.6,160
60,140
67.3,185
64,120
55,115
67.4,170
66.8,175
65.8,
67,
67.4,
69.9,255
74,217.5
73.1,190
73.6,205
73.1,170
69.4,160
81.9,240
82.3,230
80.5,190
75.2,175
79.6,190
80.8,
80.9,
80.9,
82.8,260
89.4,240
89.8,252.5
84,240
88.8,220
86.8,225
87.1,225
88.1,225
99.6,290
98,280
97.9,270
93.9,245
91.2,210
97.8,220
114.1,322.5
60,152.5
67.4,180
64.6,147.5
74.9,210
73.1,240
79.9,
124.8,340
81.7,220
108,270
136.7,330
89.9,
79,
97.8,
108.7,
136,
96,
64.7,142.5
67.4,127.5
82.5,165
92.2,215
101,260
82.5,267.5
88.5,265
99.1,210
125.4,330
82.5,177.5
82.2,170
89.1,145
87.5,240
100,317.5
80.3,205
85.4,170
85.2,160
87.7,155
91.8,165
61.2,
77.5,110
89.8,120
90.6,110
141.5,
67,
75.1,125
74.3,150
77.7,230
83.3,100
88.2,165
54.4,105
53.4,75
72.8,160
92,180
77.7,130
88,
96.5,
102.9,240
90.8,110
100.1,75
142,
67.5,127.5
77,190
66.4,
94.9,
107,175
82,160
58.2,150
83.1,130
53.6,107.5
70.2,125
75,195
75.2,150
60,115
63.9,175
74.3,165
75.5,150
91.8,120
93.3,
66.3,170
60.3,120
73.8,190
73.6,162.5
58.1,225
77.3,145
99,280
97.2,280
95.9,242.5
103.3,287.5
103.4,247.5
124.8,350
116.4,280
125.6,320
142.7,355
89.6,235
89.6,100
129.1,350
58,140
67.2,130
77.8,105
85.3,
97.1,
92.3,
100,
121.3,
54.1,
75.5,
59.9,
63.7,
74.8,
76.8,
89.9,
92.8,
66.9,
74.2,
80.9,
92.3,
113.6,
89.8,
101.5,
116.6,
97.6,
95.1,
143.2,
66.9,
88.6,
95.6,
110,
108,
123.5,
112.5,150
74.5,160
89.5,180
93.5,220
96,190
100,
75,
81,
116.5,
55,80
63.2,
71,
61.9,105
71.2,
98.9,270
99.7,100
108.1,260
104.3,140
104.3,
120.3,200
123.8,
142.3,
86.4,100
97.7,125
132.8,145
98.1,180
94.1,185
64.5,125
89.7,145
107.4,150
125,180
87.6,190
115.7,270
122.9,200
55.5,100
70.3,132.5
73.5,120
81.7,165
73.4,165
90.4,170
74.6,265
80.2,270
65,195
67.5,85
75.6,160
94.2,205
92.7,220
74.2,195
80.6,205
90.8,220
92.7,170
59.1,135
63.5,85
88.8,90
81.5,145
62.9,142.5
95.2,130
134,200
75.3,210
80.7,180
89.8,165
92.5,225
103.1,270
103.6,240
112.8,240
88.4,225
87.7,250
90,220
91.1,235
96.1,195
96.2,200
107.5,295
102.1,285
108.5,250
135.4,332.5
134.1,300
129.5,222.5
88.9,150
62.5,120
81.5,232.5
92.8,235
102.4,140
111.2,265
89.1,267.5
73,
98.2,
81.7,
99.3,
101.7,
111.4,
72.7,
84.2,
87.4,
91.7,
93.5,315
89.9,240
72.9,100
83.5,175
102,170
86.6,
73.4,
109,
72.7,130
81.9,185
101.2,
119,
96.5,240
98.2,220
103.9,282.5
106.6,300
109,260
101.9,
74.6,
82.5,
98.5,
104.5,
74.9,
89,
99.8,
94.5,
113.3,
126,
92.2,
107.8,
98.8,
54.2,72.5
58.1,145
60,150
63.6,107.5
69.3,120
89.5,110
66.3,150
82.6,155
59.1,110
55.7,105
59,137.5
63.9,185
61,127.5
64.1,155
65.9,130
66.5,160
74.3,202.5
73.9,185
74.9,185
70.2,155
68.7,137.5
81.7,220
79.2,200
76.9,162.5
81.1,200
90,225
89.2,242.5
87.2,187.5
98.6,255
93.5,215
98.5,230
93.6,185
101.4,182.5
100.9,162.5
105,140
130.4,180
59.5,135
67.3,190
66,180
66.9,165
74.1,200
74.5,190
70.9,135
74.5,205
78,267.5
80.9,210
78.7,220
80.1,165
81,187.5
89.3,290
84.2,240
89.5,220
89,227.5
82.9,220
89.6,160
99,280
97.3,260
94.8,240
106.5,315
109.4,290
108.4,260
102.9,205
108.4,150
123.4,305
113.2,245
110.8,
131.7,275
126.9,250
59.5,120
74.5,255
79.1,265
80.9,220
82.2,200
80.1,175
89.7,235
88.7,225
89.4,250
87.2,210
88.3,200
99.7,342.5
95,235
97.2,250
94.7,225
97.5,
102.4,280
103.6,280
101.6,200
124.6,300
117.2,280
120.2,260
116.8,215
140.6,125
66.2,120
75,160
77.5,190
76.1,175
100,235
97.9,260
94.1,142.5
107.3,260
119.7,245
117.2,260
67,130
81,175
79.9,170
88.1,155
91.8,172.5
94.8,185
109.3,257.5
84.7,210
61.7,95
76.3,100
60,112.5
92.8,205
109.4,230
116.6,230
127.3,
126.2,240
88.5,
103.5,
89.4,
92.3,
96.5,
108.8,
138.6,
65.8,
86.4,
107.3,
122.5,
58.4,140
66.8,200
77.4,170
89.3,225
131.2,260
76,170
91.4,
102.5,
110.6,
97.7,
95.5,
99.3,
109.6,
59.8,170
68.5,110
79.9,110
93.1,222.5
63.6,150
75.5,100
88.8,130
76.6,220
93.2,100
105.9,235
102.6,150
65.4,115
55.2,95
75.9,150
99.5,275
90.1,160
62.6,
68.2,
104,
58.3,
80.8,
83.2,
97.4,
96.9,
98.9,
97.7,
108.5,
97.6,
119.4,
91.5,
89.8,260
80.6,145
109,205
90,230
70,145
61.7,105
62.7,100
87.6,237.5
89.7,217.5
90.7,225
109.5,220
54.9,110
53.2,110
68.9,120
73.2,
61.2,
94.1,132.5
94,
78.4,
78.2,150
79.8,
88.1,
94.5,180
109.5,275
104.5,250
87.1,200
89.8,100
96.5,242.5
95,185
99.5,55
113.3,230
140.6,
66.4,120
107.1,247.5
110,
62.2,
55.3,
74.9,
96,
132.5,
109.3,
137.9,
92.1,
82,
63.1,112.5
69,120
56.9,110
74.1,210
76,
69.5,
77.3,
98,220
103.2,
114.6,
66.5,90
74.3,120
76.2,95
85.2,150
94,170
73.3,160
89.6,250
89.7,190
80.9,220
81,160
103,282.5
105,230
137.4,
98,260
61,120
73.5,120
80.9,205
99.9,264
81.6,185
98.4,300
101.4,290
55.9,
87.5,
69.2,
81.1,
80,
